name,discovery_method,discovery_year,orbital_period,distance,planet_radius
PZ Tel b,Imaging,2023,44000.0,47.0648,
Pr0201 b,Radial Velocity,2012,4.4264,180.64,
Pr0211 b,Radial Velocity,2012,2.1461,182.714,
Pr0211 c,Radial Velocity,2016,4850.0,182.714,
Proxima Cen b,Radial Velocity,2016,11.1846,1.3012,
Proxima Cen d,Radial Velocity,2025,5.1234,1.3012,
Qatar-1 b,Transit,2010,1.42,185.615,12.8119
Qatar-10 b,Transit,2019,1.6453,559.068,17.2955
Qatar-2 b,Transit,2011,1.3371,181.374,14.056
Qatar-3 b,Transit,2017,2.5079,735.601,12.2851
Qatar-4 b,Transit,2017,1.8054,329.036,12.7222
Qatar-5 b,Transit,2017,2.8792,367.658,12.4084
Qatar-6 b,Transit,2017,3.5062,100.848,11.904
Qatar-7 b,Transit,2019,2.032,705.981,19.0553
Qatar-8 b,Transit,2019,3.715,281.498,14.4036
Qatar-9 b,Transit,2019,1.5407,213.771,11.3099
ROXs 12 b,Imaging,2013,,136.65,
ROXs 42 B b,Imaging,2013,,143.59,
RR Cae b,Eclipse Timing Variations,2012,4343.5,21.1916,
Ross 128 b,Radial Velocity,2017,9.8658,3.3745,
Ross 176 b,Transit,2025,5.0066,46.4488,1.84
Ross 458 c,Imaging,2010,,11.5094,14.0112
Ross 508 b,Radial Velocity,2022,10.77,11.2103,
SPECULOOS-3 b,Transit,2024,0.7191,,0.977
SR 12 AB c,Imaging,2010,,,
SWEEPS-11 b,Transit,2006,1.796,,12.666
SWEEPS-4 b,Transit,2006,4.2,,9.079
TAP 26 b,Radial Velocity,2017,10.79,121.402,
TCP J05074264+2447555 b,Microlensing,2018,,505.0,
TIC 139270665 b,Transit,2024,23.624,189.875,7.2298
TIC 139270665 c,Radial Velocity,2024,1010.0,189.875,
TIC 172900988 b,Transit,2021,200.452,250.956,11.25
TIC 237913194 b,Transit,2020,15.1689,306.063,12.5205
TIC 241249530 b,Transit,2024,165.7719,324.448,13.2939
TIC 257060897 b,Transit,2021,3.66,505.703,17.2618
TIC 279401253 b,Transit,2023,76.8,285.584,11.209
TIC 279401253 c,Transit,2023,155.3,285.584,
TIC 365102760 b,Transit,2024,4.2129,555.546,6.21
TIC 393818343 b,Transit,2024,16.2492,93.7345,12.1842
TIC 434398831 b,Transit,2025,3.6855,217.011,3.51
TIC 434398831 c,Transit,2025,6.2103,217.011,5.63
TIC 46432937 b,Transit,2024,1.4404,90.5369,13.3163
TIC 4672985 b,Transit,2024,69.048,253.385,11.5004
TIC 88785435 b,Transit,2025,10.5088,122.386,5.03
TOI-1011 b,Transit,2025,2.4705,52.62,1.45
TOI-1052 b,Transit,2023,9.1397,129.804,2.87
TOI-1052 c,Radial Velocity,2023,35.806,129.804,
TOI-1054.01,Transit,2021,15.5078,88.4343,2.4343
TOI-1062 b,Transit,2021,4.113,82.1733,2.265
TOI-1062 c,Radial Velocity,2021,7.972,82.1733,
TOI-1064 b,Transit,2022,6.4439,68.0726,2.587
TOI-1064 c,Transit,2022,12.2266,68.0726,2.651
TOI-1075 b,Transit,2022,0.6047,61.4592,1.791
TOI-1107 b,Transit,2022,4.0782,281.314,14.5717
TOI-1117 b,Transit,2025,2.2282,167.598,2.46
TOI-1117 c,Radial Velocity,2025,4.579,167.598,
TOI-1117 d,Radial Velocity,2025,8.665,167.598,
TOI-1130 b,Transit,2020,4.0746,58.2609,3.66
TOI-1130 c,Transit,2020,8.3502,58.2609,13.0
TOI-1135 b,Transit,2024,8.0277,114.048,9.3408
TOI-1136 b,Transit,2022,4.1727,84.5362,
TOI-1136 c,Transit,2022,6.2574,84.5362,
TOI-1136 d,Transit,2022,12.5199,84.5362,
TOI-1136 e,Transit,2022,18.801,84.5362,
TOI-1136 f,Transit,2022,26.321,84.5362,
TOI-1136 g,Transit,2022,39.545,84.5362,
TOI-1173 b,Transit,2024,7.0647,132.353,9.19
TOI-1174 b,Transit,2024,8.9535,94.6375,2.562
TOI-1180 b,Transit,2024,9.6868,72.0238,3.072
TOI-1181 b,Transit,2022,2.1032,302.819,17.0264
TOI-1184 b,Transit,2024,5.7484,58.5946,2.39
TOI-1194 b,Transit,2023,2.3106,149.667,8.7166
TOI-1199 b,Transit,2024,3.6715,248.427,10.514
TOI-1201 b,Transit,2021,2.492,37.8871,2.415
TOI-1203 b,Radial Velocity,2025,4.1573,64.9943,1.52
TOI-1203 c,Radial Velocity,2025,13.0766,64.9943,
TOI-1203 e,Radial Velocity,2025,204.59,64.9943,
TOI-1203.01,Transit,2021,25.5027,64.9943,2.918
TOI-122 b,Transit,2020,5.078,62.118,2.72
TOI-1221 b,Transit,2023,91.6828,138.411,2.91
TOI-1224 b,Transit,2024,4.1783,37.3312,2.104
TOI-1224 c,Transit,2024,17.9455,37.3312,2.884
TOI-1227 b,Transit,2022,27.364,100.641,9.5725
TOI-1230.01,Transit,2021,25.0571,143.138,3.2397
TOI-1231 b,Transit,2021,24.2456,27.6227,3.65
TOI-1233.01,Transit,2021,14.1757,64.5978,2.539
TOI-1235 b,Transit,2020,3.4447,39.6345,1.69
TOI-1238 b,Transit,2022,0.7646,70.7145,1.21
TOI-1238 c,Transit,2022,3.2947,70.7145,2.11
TOI-1243 b,Transit,2026,4.6595,43.1865,2.33
TOI-1244 b,Transit,2024,6.4003,102.551,2.467
TOI-1246 b,Transit,2022,4.3074,169.422,3.01
TOI-1246 c,Transit,2022,5.9041,169.422,2.4511
TOI-1246 d,Transit,2022,18.6549,169.422,3.4314
TOI-1246 e,Transit,2022,37.9255,169.422,3.5142
TOI-1248 b,Transit,2024,4.3602,168.735,6.8085
TOI-1249 b,Transit,2024,13.0792,139.49,3.271
TOI-125 b,Transit,2019,4.6538,111.059,2.726
TOI-125 c,Transit,2019,9.1506,111.059,2.759
TOI-125 d,Transit,2020,19.98,111.059,2.93
TOI-1259 A b,Transit,2021,3.478,118.106,11.4556
TOI-1260 b,Transit,2021,3.1275,73.5977,2.41
TOI-1260 c,Transit,2021,7.4931,73.5977,2.76
TOI-1260 d,Transit,2022,16.6082,73.5977,3.12
TOI-1266 b,Transit,2020,10.8945,36.0118,2.52
TOI-1266 c,Transit,2020,18.8027,36.0118,1.98
TOI-1266 d,Transit Timing Variations,2025,32.509,36.0118,
TOI-1268 b,Transit,2022,8.1577,109.557,9.1
TOI-1269 b,Transit,2024,4.253,172.138,2.4014
TOI-1272 b,Transit,2022,3.316,137.572,4.132
TOI-1272 c,Radial Velocity,2022,8.6811,137.572,
TOI-1273 b,Transit,2024,4.6313,177.118,11.0969
TOI-1278 b,Transit,2021,14.4757,75.5759,12.2178
TOI-1279 b,Transit,2024,9.6142,107.055,2.6615
TOI-128.01,Transit,2024,4.9405,68.4727,2.219
TOI-1288 b,Transit,2022,2.6998,114.865,4.9685
TOI-1288 c,Radial Velocity,2022,416.0,114.865,
TOI-1294 b,Transit,2024,3.9153,332.648,10.1237
TOI-1294 c,Radial Velocity,2024,159.9,332.648,
TOI-1295 b,Transit,2024,3.1969,388.227,15.6926
TOI-1296 b,Transit,2021,3.9444,323.265,14.1165
TOI-1298 b,Transit,2021,4.5371,319.036,9.6581
TOI-1301.01,Transit,2024,6.0964,90.8693,2.477
TOI-132 b,Transit,2020,2.1097,163.678,3.42
TOI-1333 b,Transit,2021,4.7202,200.492,15.6478
TOI-1338 b,Transit,2020,95.4001,399.017,7.661
TOI-1338 c,Radial Velocity,2023,215.79,399.017,
TOI-1346 b,Transit,2025,1.7623,115.45,2.39
TOI-1346 c,Transit,2025,5.5026,115.45,2.23
TOI-1347 b,Transit,2024,0.8474,147.476,1.8
TOI-1347 c,Transit,2024,4.842,147.476,1.6
TOI-1386 b,Transit,2024,25.8401,146.858,6.2164
TOI-1386 c,Radial Velocity,2024,232.0,146.858,
TOI-139 b,Transit,2023,11.0708,42.4061,2.4566
TOI-1408 b,Transit,2023,4.4259,139.484,25.0
TOI-1408 c,Transit Timing Variations,2024,2.1664,139.484,2.22
TOI-1410 c,Radial Velocity,2024,47.56,72.7512,
TOI-1410.01,Transit,2024,1.2169,72.7512,3.1008
TOI-1411 b,Transit,2022,1.4521,32.4778,1.1988
TOI-1416 b,Transit,2023,1.0698,55.0135,1.62
TOI-1420 b,Transit,2023,6.9561,201.918,11.89
TOI-1422 b,Transit,2022,12.9989,155.141,3.83
TOI-1422 c,Radial Velocity,2025,34.5633,155.141,2.61
TOI-1431 b,Transit,2021,2.6502,148.925,16.7014
TOI-1437 b,Transit,2024,18.8409,103.297,2.24
TOI-1438 b,Transit,2025,5.1397,110.513,3.04
TOI-1438 c,Transit,2025,9.4281,110.513,2.75
TOI-1439 b,Transit,2024,27.644,230.306,4.2428
TOI-1442 b,Transit,2022,0.4091,41.1659,1.17
TOI-1443 b,Transit,2024,23.5407,85.8034,2.3038
TOI-1444 b,Transit,2021,0.4703,125.463,1.4179
TOI-1448 b,Transit,2024,8.1122,73.3345,2.749
TOI-1450 A b,Transit,2024,2.0439,22.4467,1.13
TOI-1450 A c,Transit,2024,5.0688,22.4467,
TOI-1451 b,Transit,2024,16.5379,91.9362,2.6114
TOI-1452 b,Transit,2022,11.062,30.5212,1.672
TOI-1453 b,Transit,2025,4.3135,78.7415,1.173
TOI-1453 c,Transit,2025,6.5887,78.7415,2.224
TOI-1467 b,Transit,2024,5.9711,37.4418,1.92
TOI-1468 b,Transit,2022,1.8805,24.7399,1.401
TOI-1468 c,Transit,2022,15.5325,24.7399,2.126
TOI-1470 b,Transit,2023,2.5271,51.9503,2.18
TOI-1470 c,Transit,2023,18.0882,51.9503,2.47
TOI-1472 b,Transit,2024,6.3634,121.84,4.058
TOI-1472 c,Radial Velocity,2025,15.5382,121.84,3.334
TOI-1478 b,Transit,2021,10.1802,152.892,11.9936
TOI-150.01,Transit,2019,5.8575,336.267,14.0673
TOI-1516 b,Transit,2022,2.056,247.054,15.2442
TOI-1518 b,Transit,2021,1.9026,225.888,21.0505
TOI-157 b,Transit,2020,2.0845,355.683,14.4148
TOI-1601 b,Transit,2021,5.3318,336.608,14.199
TOI-163 b,Transit,2019,4.2313,411.719,16.6902
TOI-1630.01,Transit,2024,12.0557,66.0929,2.417
TOI-1634 b,Transit,2021,0.9893,35.2736,1.773
TOI-1634 c,Radial Velocity,2022,103.0,35.2736,
TOI-1648 b,Transit,2025,7.3316,69.835,2.54
TOI-1659.01,Transit,2024,5.8776,122.494,2.255
TOI-1669 b,Radial Velocity,2023,500.0,111.276,
TOI-1669 c,Transit,2024,2.6801,111.276,2.2964
TOI-1670 b,Transit,2022,10.9846,168.067,2.06
TOI-1670 c,Transit,2022,40.7498,168.067,11.0633
TOI-1680 b,Transit,2023,4.8026,37.2209,1.466
TOI-1683.01,Transit,2024,3.0575,51.1884,2.6382
TOI-1685 b,Transit,2021,0.6691,37.6153,1.421
TOI-169 b,Transit,2020,2.2554,407.84,12.173
TOI-1691 b,Transit,2024,16.7369,111.445,3.66
TOI-1693 b,Transit,2022,1.7667,30.7947,1.41
TOI-1694 b,Transit,2023,3.7701,124.68,5.3422
TOI-1694 c,Radial Velocity,2023,393.1,124.68,
TOI-1695 b,Transit,2022,3.1343,45.1309,1.9
TOI-1696 b,Transit,2022,2.5003,64.9172,3.09
TOI-1710 b,Transit,2022,24.2834,81.2271,5.2032
TOI-1716.01,Transit,2024,8.0824,104.158,3.143
TOI-172 b,Transit,2019,9.4772,342.831,10.8167
TOI-1723 b,Transit,2024,13.727,100.727,3.435
TOI-1728 b,Transit,2020,3.4915,60.798,5.05
TOI-1736 b,Transit,2023,7.0731,88.9482,3.1818
TOI-1736 c,Radial Velocity,2023,571.25,88.9482,
TOI-1739 b,Transit,2024,8.3033,70.9819,1.946
TOI-1742 b,Transit,2024,21.2691,72.8871,2.3651
TOI-1743 b,Transit,2025,4.266,41.2758,1.83
TOI-1744.01,Transit,2024,22.3417,114.39,2.68
TOI-1749 b,Transit,2021,2.3884,99.5561,1.39
TOI-1749 c,Transit,2021,4.4929,99.5561,2.12
TOI-1749 d,Transit,2021,9.0497,99.5561,2.52
TOI-1751 b,Transit,2024,37.4685,113.335,2.9508
TOI-1753 b,Transit,2024,5.3846,226.671,2.4785
TOI-1758 b,Transit,2024,20.7051,96.6215,3.62
TOI-1759 b,Transit,2022,18.8502,40.0654,3.14
TOI-1768.01,Transit,2024,7.3377,157.597,3.453
TOI-1772.01,Transit,2024,8.0542,97.7562,2.905
TOI-1774.01,Transit,2021,16.7099,53.974,2.78
TOI-1775 b,Transit,2024,10.2406,149.234,8.0473
TOI-1776 b,Transit,2024,2.7999,44.647,1.2161
TOI-1777.01,Transit,2024,14.6501,79.7665,2.246
TOI-178 b,Transit,2021,1.9146,62.699,1.2
TOI-178 c,Transit,2021,3.2385,62.699,1.754
TOI-178 d,Transit,2021,6.5576,62.699,2.695
TOI-178 e,Transit,2021,9.9632,62.699,2.301
TOI-178 f,Transit,2021,15.2334,62.699,2.417
TOI-178 g,Transit,2021,20.7166,62.699,2.939
TOI-1782.01,Transit,2024,4.9876,95.2649,2.368
TOI-1782.02,Transit,2024,1.829,95.2649,1.839
TOI-1789 b,Transit,2021,3.2087,229.067,16.1409
TOI-1794 b,Transit,2024,8.7655,155.791,3.297
TOI-1798.01,Transit,2024,8.0215,113.181,2.448
TOI-1798.02,Transit,2024,0.4378,113.181,1.464
TOI-1799 b,Transit,2024,7.0946,62.1274,1.642
TOI-1801 b,Transit,2023,10.6439,30.6796,2.079
TOI-1803 b,Transit,2025,6.2933,119.24,2.99
TOI-1803 c,Transit,2025,12.8858,119.24,4.29
TOI-1806.01,Transit,2024,15.1455,55.5211,3.4095
TOI-1807 b,Transit,2021,0.5494,42.5775,1.4968
TOI-181 b,Transit,2023,4.532,96.2338,6.9559
TOI-1811 b,Transit,2023,3.7131,128.23,11.1417
TOI-1820 b,Transit,2022,4.8607,248.504,12.7782
TOI-1823 b,Transit,2024,38.8,71.6456,7.5406
TOI-1824 b,Transit,2024,22.8085,59.4314,2.7438
TOI-1836 b,Transit,2024,20.3808,191.649,8.0032
TOI-1836 c,Transit,2024,1.7727,191.649,2.5999
TOI-1842 b,Transit,2021,9.5739,223.465,12.3485
TOI-1846 b,Transit,2025,3.9307,47.2496,1.792
TOI-1853 b,Transit,2023,1.2436,165.105,3.46
TOI-1855 b,Transit,2024,1.3641,176.833,18.4948
TOI-1859 b,Transit,2023,63.4835,224.385,9.7518
TOI-1860 b,Transit,2022,1.0662,45.864,1.31
TOI-1883 b,Transit,2024,4.5064,115.369,5.65
TOI-1898 b,Transit,2024,45.5223,79.6682,9.3955
TOI-1899 b,Transit,2020,29.0903,128.438,11.0969
TOI-1937 A b,Transit,2023,0.9467,415.135,13.9776
TOI-198 b,Transit,2023,10.2152,23.7262,1.44
TOI-199 b,Transit,2023,104.854,102.27,9.0793
TOI-199 c,Transit Timing Variations,2023,273.69,102.27,
TOI-1994 b,Transit,2024,4.0337,515.603,13.675
TOI-2000 b,Transit,2023,3.0983,175.713,2.7
TOI-2000 c,Transit,2023,9.1271,175.713,8.14
TOI-2005 b,Transit,2025,17.3059,328.475,11.9936
TOI-201 b,Transit,2021,,,
TOI-201 c,Transit Timing Variations,2025,,,
TOI-2010 b,Transit,2023,141.834,109.19,11.8143
TOI-2015 b,Transit,2023,3.3482,47.3444,3.309
TOI-2015 c,Transit Timing Variations,2025,5.5828,47.3444,
TOI-2018 b,Transit,2023,7.4356,27.9956,2.268
TOI-2019 b,Transit,2024,15.3444,198.007,5.3328
TOI-2025 b,Transit,2022,8.8721,335.985,11.8927
TOI-2031 A b,Transit,2025,5.7155,276.105,14.2018
TOI-2046 b,Transit,2022,1.4972,289.668,16.1409
TOI-2048 b,Transit,2022,13.7902,116.567,2.61
TOI-206 b,Transit,2022,0.7363,47.7465,1.3
TOI-2068 b,Transit,2024,7.7689,52.9328,1.821
TOI-2076 b,Transit,2021,10.3552,41.9091,2.39
TOI-2076 c,Transit,2021,21.0153,41.9091,3.6944
TOI-2076 d,Transit,2021,35.1257,41.9091,3.4309
TOI-2076 e,Transit,2025,3.0223,41.9091,1.355
TOI-2081 b,Transit,2022,10.5053,62.3446,2.04
TOI-2084 b,Transit,2023,6.0784,114.549,2.47
TOI-2088 b,Transit,2024,124.73,126.46,3.6831
TOI-2093 b,Radial Velocity,2025,12.836,82.7982,
TOI-2093 c,Transit,2025,53.8115,82.7982,2.3
TOI-2095 b,Transit,2023,17.6648,41.9176,1.25
TOI-2095 c,Transit,2023,28.1723,41.9176,1.33
TOI-2096 b,Transit,2023,3.1191,48.4809,1.243
TOI-2096 c,Transit,2023,6.3878,48.4809,1.914
TOI-2107 b,Transit,2024,2.4545,236.705,13.5741
TOI-2109 b,Transit,2021,0.6725,262.041,15.0985
TOI-2120 b,Transit,2024,5.7998,32.1755,2.122
TOI-2128 b,Transit,2024,16.3414,36.578,2.0887
TOI-2133 b,Transit,2026,3.8266,75.1973,2.37
TOI-2134 b,Transit,2023,9.2292,22.6202,2.69
TOI-2134 c,Transit,2023,95.5,22.6202,7.27
TOI-2136 b,Transit,2022,7.8519,33.3631,2.19
TOI-2141 b,Transit,2023,18.2616,77.682,3.147
TOI-2141 c,Radial Velocity,2025,5.4624,77.682,
TOI-2141 d,Radial Velocity,2025,60.45,77.682,
TOI-2145 b,Transit,2023,10.2611,224.731,12.2402
TOI-2152 A b,Transit,2023,3.3774,303.006,14.3587
TOI-2154 b,Transit,2023,3.8241,296.46,16.2866
TOI-2158 b,Transit,2022,8.6008,198.473,10.7606
TOI-216.01,Transit,2019,34.5255,177.945,10.1
TOI-216.02,Transit,2019,17.1607,177.945,8.0
TOI-2169 A b,Transit,2025,8.2148,351.487,12.5092
TOI-2180 b,Transit,2022,260.79,116.685,11.3211
TOI-2184 b,Transit,2022,6.9068,788.317,11.3995
TOI-2193 A b,Transit,2022,2.1226,337.064,19.8399
TOI-2194 b,Transit,2023,15.3376,19.5711,1.9892
TOI-2196 b,Transit,2022,1.1947,259.947,3.51
TOI-220 b,Transit,2021,10.6953,90.7402,3.03
TOI-2202 b,Transit,2021,11.9126,235.933,10.9512
TOI-2202 c,Transit Timing Variations,2021,24.6744,235.933,
TOI-2207 b,Transit,2022,8.002,373.345,11.1529
TOI-2211.01,Transit,2024,3.0927,70.2932,1.561
TOI-2236 b,Transit,2022,3.5316,355.59,14.3699
TOI-2257 b,Transit,2021,35.1893,57.7911,2.194
TOI-2260 b,Transit,2022,0.3525,101.251,1.62
TOI-2266 b,Transit,2024,2.3263,51.6004,1.54
TOI-2267 b,Transit,2025,2.2891,,1.0
TOI-2267 c,Transit,2025,3.495,,1.14
TOI-2267 d,Transit,2025,2.0345,,1.77
TOI-2274 b,Transit,2024,2.6796,48.876,2.45
TOI-2285 b,Transit,2021,13.6351,42.409,1.77
TOI-2295 b,Transit,2024,30.0333,126.279,16.4772
TOI-2295 c,Radial Velocity,2024,966.5,126.279,
TOI-2322 b,Transit,2025,11.3072,59.861,0.994
TOI-2322 c,Transit,2025,20.2255,59.861,1.874
TOI-2328 b,Transit,2025,17.102,231.782,9.976
TOI-2337 b,Transit,2022,2.9943,536.046,10.0881
TOI-2338 b,Transit,2023,22.654,313.996,11.209
TOI-2345 b,Transit,2025,1.0529,81.6541,1.504
TOI-2345 c,Transit,2025,21.0643,81.6541,2.451
TOI-2346 b,Transit,2025,3.3312,437.484,16.1185
TOI-2364 b,Transit,2023,4.0198,219.614,8.6085
TOI-2368 b,Transit,2024,5.175,210.915,10.8391
TOI-237 b,Transit,2020,5.4361,38.0749,1.44
TOI-2373 b,Transit,2023,13.3367,508.686,10.4244
TOI-2374 b,Transit,2024,4.3136,134.655,6.81
TOI-2379 b,Transit,2024,5.4694,211.247,11.7246
TOI-238 b,Transit,2024,1.2731,80.5407,1.559
TOI-238 c,Radial Velocity,2024,8.4657,80.5407,2.18
TOI-2382 b,Transit,2025,4.6612,434.92,12.2514
TOI-2384 b,Transit,2024,2.1357,191.51,11.4892
TOI-2406 b,Transit,2021,3.0767,55.419,2.86
TOI-2407 b,Transit,2025,2.703,92.4366,4.26
TOI-2411 b,Transit,2022,0.7827,59.5362,1.68
TOI-2416 b,Transit,2023,8.2755,557.733,9.8639
TOI-2420 b,Transit,2024,5.8426,435.174,15.02
TOI-2421 b,Transit,2022,4.3474,327.927,10.3683
TOI-2427 b,Transit,2022,1.306,28.5147,1.8
TOI-244 b,Transit,2023,7.3972,22.0337,1.52
TOI-2443 b,Transit,2023,15.6686,23.9258,2.363
TOI-2445 b,Transit,2022,0.3711,48.582,1.25
TOI-2447 b,Transit,2024,69.3368,148.987,9.6061
TOI-2449 b,Transit,2025,106.1447,156.786,11.24
TOI-2458 b,Transit,2024,3.7366,112.958,2.83
TOI-2458 c,Radial Velocity,2024,16.553,112.958,
TOI-2459 b,Transit,2023,19.1047,36.6113,2.9531
TOI-2485 b,Transit,2024,11.2348,397.953,12.1393
TOI-2497 b,Transit,2023,10.6557,285.289,11.1417
TOI-2498 b,Transit,2023,3.7383,275.265,6.06
TOI-251 b,Transit,2021,4.9378,99.523,2.74
TOI-2524 b,Transit,2023,7.1858,438.842,11.209
TOI-2525 b,Transit,2023,23.2856,395.398,8.6758
TOI-2525 c,Transit,2023,49.2519,395.398,10.1329
TOI-2529 b,Transit,2024,64.5949,296.271,11.5453
TOI-2537 b,Transit,2024,94.1022,184.986,11.2538
TOI-2537 c,Radial Velocity,2024,1920.0,184.986,
TOI-2545 b,Transit,2022,7.994,107.118,2.75
TOI-2567 b,Transit,2022,5.9839,504.775,10.9288
TOI-257 b,Transit,2021,18.3882,76.9028,7.1625
TOI-2570 b,Transit,2022,2.9888,361.857,13.6413
TOI-2580 b,Transit,2024,3.3978,379.253,17.3739
TOI-2583 A b,Transit,2023,4.5207,566.189,14.4596
TOI-2587 A b,Transit,2023,5.4566,373.675,12.0721
TOI-2589 b,Transit,2023,61.6277,200.273,12.1057
TOI-260 b,Transit,2024,13.4759,20.1852,1.71
TOI-261.01,Transit,2021,3.3639,114.495,3.045
TOI-261.02,Transit,2021,13.0394,114.495,3.3482
TOI-262 b,Transit,2023,11.1453,43.932,2.07
TOI-2641 b,Transit,2023,4.881,344.045,18.1025
TOI-2669 b,Transit,2022,6.2034,393.443,19.7278
TOI-269 b,Transit,2021,3.6977,57.0225,2.77
TOI-270 b,Transit,2019,3.3599,22.4793,1.28
TOI-270 c,Transit,2019,5.6605,22.4793,2.33
TOI-270 d,Transit,2019,11.3819,22.4793,2.0
TOI-2714 b,Transit,2024,2.4994,597.873,13.72
TOI-2719 b,Transit,2025,3.3759,588.368,5.98
TOI-2768 b,Transit,2024,1.508,78.4525,2.63
TOI-277 b,Transit,2022,3.994,64.6692,2.65
TOI-2796 b,Transit,2023,4.8085,350.343,17.2618
TOI-2803 A b,Transit,2023,1.9623,494.818,18.1137
TOI-2818 b,Transit,2023,4.0397,312.674,15.2778
TOI-283 b,Transit,2025,17.6175,82.7013,2.34
TOI-2842 b,Transit,2023,3.5514,460.995,12.8455
TOI-286 b,Transit,2024,4.5117,59.2293,1.42
TOI-286 c,Transit,2024,39.3618,59.2293,1.88
TOI-2876 b,Transit,2025,6.2996,225.744,9.6397
TOI-2886 b,Transit,2025,1.602,413.673,18.6405
TOI-2969 b,Transit,2025,1.8237,163.996,12.3299
TOI-2977 b,Transit,2023,2.3506,,13.1593
TOI-2981 b,Transit,2024,3.6015,527.789,13.4
TOI-2986 b,Transit,2025,3.2784,563.149,9.2922
TOI-2989 b,Transit,2025,3.1228,195.795,12.5541
TOI-2992 b,Transit,2025,3.0078,542.026,13.7534
TOI-3023 b,Transit,2023,3.9015,389.916,16.4324
TOI-3071 b,Transit,2024,1.2669,485.219,7.16
TOI-3082 b,Transit,2023,1.9269,113.048,3.6621
TOI-3135 b,Transit,2025,3.7066,221.673,13.6525
TOI-3160 A b,Transit,2025,3.9713,567.678,13.7646
TOI-3235 b,Transit,2023,2.5926,72.811,11.3995
TOI-3261 b,Transit,2024,0.8831,300.141,3.82
TOI-3288 b,Transit,2025,1.4339,200.5,11.209
TOI-329 b,Transit,2024,5.7044,284.388,4.9406
TOI-332 b,Transit,2023,0.777,222.852,3.2
TOI-3321 b,Transit,2024,3.6525,285.895,15.5581
TOI-333 b,Transit,2025,3.7853,352.269,4.26
TOI-3331 A b,Transit,2022,2.018,217.193,12.98
TOI-3353.01,Transit,2024,4.6658,78.7577,2.6668
TOI-3362 b,Transit,2021,18.0955,366.987,12.8007
TOI-3364 b,Transit,2023,5.8769,277.899,12.229
TOI-3464 b,Transit,2025,3.6516,597.774,13.7646
TOI-3474 b,Transit,2025,3.8795,420.123,14.6726
TOI-3486 b,Transit,2025,2.2178,154.715,10.5701
TOI-3493 b,Transit,2025,8.1595,96.7224,3.22
TOI-3523 A b,Transit,2025,2.3046,645.294,15.9728
TOI-3540 A b,Transit,2022,3.12,,23.5389
TOI-3568 b,Transit,2024,4.418,197.906,5.3
TOI-3593 b,Transit,2025,3.8213,226.63,11.0296
TOI-3629 b,Transit,2022,3.9366,130.091,8.2946
TOI-3682 b,Transit,2025,3.3462,404.211,12.8007
TOI-3688 A b,Transit,2023,3.2461,396.378,13.0809
TOI-3693 b,Transit,2022,9.0885,176.436,12.5989
TOI-3714 b,Transit,2022,2.1548,112.71,11.3211
TOI-375 b,Transit,2026,9.4547,396.213,10.7718
TOI-375 c,Radial Velocity,2026,115.5,396.213,
TOI-375 d,Radial Velocity,2026,297.9,396.213,
TOI-3757 b,Transit,2022,3.4388,181.139,12.0
TOI-3785 b,Transit,2023,4.6747,79.7634,5.14
TOI-3807 b,Transit,2023,2.899,421.745,18.4948
TOI-3819 b,Transit,2023,3.2443,558.141,13.1369
TOI-3837 b,Transit,2025,11.8886,311.705,10.8727
TOI-3856 b,Transit,2025,2.0436,314.443,13.5965
TOI-3877 b,Transit,2025,4.1236,493.77,11.6798
TOI-3884 b,Transit,2022,4.5446,43.1448,6.43
TOI-3894 b,Transit,2024,4.3345,417.365,15.2778
TOI-3912 b,Transit,2023,3.4936,465.992,14.2802
TOI-3919 b,Transit,2024,7.4332,604.591,12.3187
TOI-3976 A b,Transit,2023,6.6077,516.087,12.2738
TOI-3980 b,Transit,2025,3.6089,486.721,14.4596
TOI-3984 A b,Transit,2023,4.3533,108.883,7.9
TOI-4010 b,Transit,2023,1.3483,177.504,3.02
TOI-4010 c,Transit,2023,5.4147,177.504,5.93
TOI-4010 d,Transit,2023,14.7089,177.504,6.18
TOI-4010 e,Radial Velocity,2023,762.0,177.504,
TOI-406 c,Transit,2024,3.3074,31.0597,1.32
TOI-406.01,Transit,2024,13.1757,31.0597,2.08
TOI-4087 b,Transit,2023,3.1775,301.676,13.0473
TOI-411 b,Transit,2022,4.0403,62.7792,1.362
TOI-411 c,Transit,2022,9.5731,62.7792,2.328
TOI-4127 b,Transit,2023,56.3988,319.632,12.285
TOI-4137 b,Transit,2022,3.8016,334.993,13.5741
TOI-4145 A b,Transit,2023,4.0664,205.387,13.3051
TOI-4153 b,Transit,2024,4.6174,423.84,16.1185
TOI-4155 b,Transit,2025,3.3207,240.737,3.21
TOI-4184 b,Transit,2023,4.902,69.3649,2.43
TOI-4201 b,Transit,2023,3.5819,189.011,13.675
TOI-421 b,Transit,2020,5.1976,74.7969,2.64
TOI-421 c,Transit,2020,16.0675,74.7969,5.09
TOI-4214 b,Transit,2025,3.4914,346.881,10.6822
TOI-4308 b,Transit,2023,9.1512,108.932,2.4189
TOI-431 b,Transit,2021,0.49,32.5686,1.28
TOI-431 c,Radial Velocity,2021,4.8494,32.5686,
TOI-431 d,Transit,2021,12.461,32.5686,3.29
TOI-4329 b,Transit,2022,2.9223,717.128,16.8135
TOI-4336 A b,Transit,2024,16.3364,22.5455,2.137
